event_id,date,year,quarter,day_index,era,product_family,product,event_type,title_en,title_zh,summary_en,summary_zh,importance,node_tier,lifecycle,map_region,map_lane,glyph,pixel_icon,x_hint,y_hint,source_name,source_url,source_kind,coverage_status,confidence,tags
evt-20251006-codex-is-now-ga,2025-10-06,2025,Q4,1041,Unified Intelligence,agents_research,Codex,availability,Codex is now GA,Codex is now GA 更新,"Codex is now generally available with 3 new features — @Codex in Slack, Codex SDK, and new admin tools. @Codex in Slack You can now questions and assign tasks to Codex directly from Slack. See the Slack guide to get started. Codex SDK Integrate the same agent that powers the Codex CLI inside your own tools and workflows with the Codex SDK in Typescript. With the new Codex GitHub Action, you can easily add Codex to CI/CD workflows. Se…",Codex Changelog 在 2025-10-06 記錄了Codex 編碼代理、代理與工具調用、企業管理控制相關更新；完整版本與修正內容見官方英文摘要。,4,major,general_availability,Agentic Frontier,2,>,compass,2876,438,Codex Changelog,https://developers.openai.com/codex/changelog/,developer_changelog,complete,high,"[""agents_research"",""availability"",""Codex"",""codex"",""release-notes""]"
evt-20251006-introducing-apps-in-chatgpt,2025-10-06,2025,Q4,1041,Unified Intelligence,developer_platform,Apps & Connectors,launch,Introducing apps in ChatGPT,推出 ChatGPT 中的應用程式,OpenAI launched conversational apps inside ChatGPT with an initial partner set and released the Apps SDK in preview for developers to build interactive in-chat experiences.,OpenAI 在 ChatGPT 中推出了對話式應用程式，並初步與合作夥伴合作，同時為開發者釋出 Apps SDK 預覽版，以建構互動式的對話體驗。,4,major,active,Toolsmith Harbor,3,#,terminal,2876,614,Introducing apps in ChatGPT and the new Apps SDK,https://openai.com/index/introducing-apps-in-chatgpt/,official_launch_post,complete,high,"[""developer_platform"",""launch"",""Apps & Connectors"",""2025"",""apps-connectors"",""developer-platform""]"
evt-20251006-updates-to-codex,2025-10-06,2025,Q4,1041,Unified Intelligence,agents_research,Codex,feature,Updates to Codex,Codex 更新,"We’re rolling out new Codex capabilities to help teams work and build better: Codex now works in Slack, and supports programmatic control through the Codex SDK. Additionally, we've updated Codex rates. For more information, review our Help Center article on Codex, and the Codex developer documentation.",我們正在推出新的 Codex 功能，以協助團隊更有效地工作和開發：Codex 現在可在 Slack 中運作，並透過 Codex SDK 支援程式化控制。此外，我們更新了 Codex 費率。欲了解更多資訊，請查看我們說明中心關於 Codex 的文章以及 Codex 開發者文件。,4,major,active,Agentic Frontier,2,>,compass,2876,478,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""agents_research"",""feature"",""Codex"",""2025"",""agents-research"",""codex""]"
evt-20251008-chatgpt-go-expansion,2025-10-08,2025,Q4,1043,Unified Intelligence,chatgpt_core,ChatGPT Images,availability,ChatGPT Go expansion,ChatGPT Go 擴展,"We're excited to announce that ChatGPT Go, our low cost subscription plan, is now available in 16 additional countries. For an affordable price, ChatGPT Go provides everything included in the Free plan, and: More messages, larger file uploads, and expanded image generation Access to advanced data analysis Longer memory for more personalized responses Available on web, mobile (iOS & Android), and desktop (macOS & Windows). Note: In Ca…",我們宣佈，低成本訂閱方案 ChatGPT Go 現已在另外 16 個國家/地區推出。以實惠的價格，ChatGPT Go 提供免費方案包含的所有功能，以及：更多訊息量、更大的檔案上傳限制、擴展的影像生成、存取進階資料分析、更長的記憶功能以提供更個人化的回應…,4,major,active,Origin Plaza,0,@,home,2881,192,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""chatgpt_core"",""availability"",""ChatGPT Images"",""2025"",""chatgpt-core"",""chatgpt-go""]"
evt-20251014-chatgpt-go-expansion,2025-10-14,2025,Q4,1049,Unified Intelligence,chatgpt_core,ChatGPT Go,availability,ChatGPT Go expansion,ChatGPT Go 擴展,"We're excited to announce that ChatGPT Go, our low cost subscription plan, is now available in 71 additional countries, bringing total coverage to 89 countries. For an affordable price, ChatGPT Go provides everything included in the Free plan, and: More messages, larger file uploads, and expanded image generation Access to advanced data analysis Longer memory for more personalized responses Available on web, mobile (iOS & Android), a…",OpenAI 於 2025-10-14 為 ChatGPT 調整方案、額度或計費；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,4,major,active,Origin Plaza,0,@,home,2896,202,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""chatgpt_core"",""availability"",""ChatGPT Go"",""2025"",""chatgpt-core"",""chatgpt-go""]"
evt-20251015-chatgpt-can-now-automatically-manage-saved-memories-so-it-,2025-10-15,2025,Q4,1050,Unified Intelligence,chatgpt_core,ChatGPT Search,feature,ChatGPT can now automatically manage saved memories so it’s even better at remembering what’s important to you.,ChatGPT 現在可以自動管理已儲存的記憶，因此它能更有效地記住對您重要的事項。,"ChatGPT now manages saved memories automatically by keeping the most relevant details prioritized and moving less important ones to the background. This helps prevent saved memories from reaching capacity and helps avoid “memory full” state in your ChatGPT account. To decide which memories stay top of mind, ChatGPT considers factors such as how recent a detail is and how often you talk about a topic. You can now also search your save…",ChatGPT 現在透過將最相關的詳細資訊保持在優先位置並將較不重要的資訊移至背景，來自動管理已儲存的記憶。這有助於防止已儲存的記憶達到容量上限，並避免 ChatGPT 帳戶出現「記憶體已滿」的狀態。…,4,major,active,Origin Plaza,0,@,home,2899,177,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""chatgpt_core"",""feature"",""ChatGPT Search"",""2025"",""chatgpt-core"",""memory""]"
evt-20251021-introducing-chatgpt-atlas,2025-10-21,2025,Q4,1056,Unified Intelligence,clients_surfaces,ChatGPT Atlas,launch,Introducing ChatGPT Atlas,推出 ChatGPT Atlas,"OpenAI launched ChatGPT Atlas, a macOS browser with ChatGPT, optional browser memories, an Ask ChatGPT sidebar, and an agent-mode preview for eligible paid users.",OpenAI 推出 ChatGPT Atlas，這是一款具備 ChatGPT、選用瀏覽器記憶功能、詢問 ChatGPT 側邊欄以及代理模式預覽功能的 macOS 瀏覽器，適用於符合資格的付費使用者。,5,landmark,active,Client Archipelago,8,+,island,2914,1365,Introducing ChatGPT Atlas,https://openai.com/index/introducing-chatgpt-atlas/,official_launch_post,complete,high,"[""clients_surfaces"",""launch"",""ChatGPT Atlas"",""2025"",""chatgpt-atlas"",""clients-surfaces"",""agent"",""atlas"",""browser""]"
evt-20251024-released-enterprise-key-management-ekm,2025-10-24,2025,Q4,1059,Unified Intelligence,enterprise_vertical,ChatGPT Enterprise & Edu,launch,Released Enterprise Key Management (EKM).,發布Enterprise Key Management (EKM).,Released Enterprise Key Management (EKM). Enterprise Key Management (EKM) allows you to encrypt your customer content at OpenAI using keys managed by your own external Key Management System (KMS).,OpenAI 於 2025-10-24 為 ChatGPT Enterprise & Edu 推出新產品或能力；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,4,major,active,Enterprise Citadel,7,H,citadel,2922,1243,OpenAI API Changelog,https://platform.openai.com/docs/changelog,developer_changelog,parsed,high,"[""enterprise_vertical"",""launch"",""ChatGPT Enterprise & Edu""]"
evt-20251030-credits-for-flexible-usage-for-codex-and-sora,2025-10-30,2025,Q4,1065,Unified Intelligence,agents_research,Codex,pricing_quota,Credits for Flexible Usage for Codex and Sora,Codex 與 Sora 的彈性使用點數,"Today we’re introducing ways to purchase additional usage in products like Codex and Sora. If you hit your included limits, you can seamlessly buy more credits right in the Codex dashboard or buy more video generations in the Sora app to keep going. Learn more in our article: Using Credits for Flexible Usage in ChatGPT (Free/Go/Plus/Pro) & Sora.",今天我們推出購買 Codex 與 Sora 等產品額外使用量的方法。如果您達到包含的使用上限，可以直接在 Codex 儀表板購買更多點數，或在 Sora 應用程式購買更多影片生成額度以繼續使用。在我們的文章中瞭解更多：在 ChatGPT（免費/Go/Plus/Pro）與 Sora 中使用彈性使用點數。,4,major,active,Agentic Frontier,2,>,compass,2937,447,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""agents_research"",""pricing_quota"",""Codex"",""2025"",""agents-research"",""sora""]"
evt-20251104-resources-updates,2025-11-04,2025,Q4,1070,Unified Intelligence,developer_platform,Apps SDK,launch,Resources updates,Resources updates 更新,Fixes & improvements Published a new Apps SDK state management guide. Added copy functionality to all code snippets. Launched a unified developers changelog .,OpenAI 於 2025-11-04 為 Apps SDK 更新開發者平台；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,4,major,active,Toolsmith Harbor,3,#,terminal,2950,634,Apps SDK Changelog,https://developers.openai.com/apps-sdk/changelog/,developer_changelog,complete,high,"[""developer_platform"",""launch"",""Apps SDK"",""apps-sdk"",""chatgpt-apps"",""mcp""]"
evt-20251105-sora-for-android-launches,2025-11-05,2025,Q4,1071,Unified Intelligence,multimodal,Sora,launch,Sora for Android launches,Sora Android 版推出,"OpenAI launched the Sora Android app globally after a 28-day build, bringing prompt-based video creation to Android devices.",OpenAI 在經歷 28 天的開發後，全球同步推出 Sora Android 應用程式，將基於提示詞的影片創作功能帶到 Android 裝置上。,5,landmark,active,Multimodal Coast,4,~,wave,2952,777,How we used Codex to build Sora for Android in 28 days,https://openai.com/index/shipping-sora-for-android-with-codex/,official_engineering_post,complete,high,"[""multimodal"",""launch"",""Sora"",""2025"",""sora""]"
evt-20251105-interrupt-chatgpt,2025-11-05,2025,Q4,1071,Unified Intelligence,chatgpt_core,ChatGPT,feature,Interrupt ChatGPT,中斷 ChatGPT,"You can now interrupt long-running queries (such as deep research or GPT-5 Pro) to refine what you’re asking—no restart required or progress lost. For example, if you're researching the perfect bookshelf and suddenly remember that your wall is 72"" wide and you can't drill into it, you can simply add that information midstream by clicking “update” in the sidebar and sending the new information as a message. The model will adjust its a…",OpenAI 於 2025-11-05 為 GPT-5 更新模型或體驗；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,4,major,active,Origin Plaza,0,@,home,2952,206,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""chatgpt_core"",""feature"",""ChatGPT"",""2025"",""chatgpt"",""chatgpt-core""]"
evt-20251107-introducing-gpt-5-codex-mini,2025-11-07,2025,Q4,1073,Unified Intelligence,agents_research,Codex,launch,Introducing GPT-5-Codex-Mini,推出 GPT-5-Codex-Mini,"Today we are introducing a new gpt-5-codex-mini model option to Codex CLI and the IDE Extension. The model is a smaller, more cost-effective, but less capable version of gpt-5-codex that provides approximately 4x more usage as part of your ChatGPT subscription. Starting today, the CLI and IDE Extension will automatically suggest switching to gpt-5-codex-mini when you reach 90% of your 5-hour usage limit, to help you work longer witho…",Codex Changelog 在 2025-11-07 記錄了Codex 編碼代理、定價與用量相關更新；完整版本與修正內容見官方英文摘要。,5,landmark,active,Agentic Frontier,2,>,compass,2957,503,Codex Changelog,https://developers.openai.com/codex/changelog/,developer_changelog,complete,high,"[""agents_research"",""launch"",""Codex"",""codex"",""release-notes""]"
evt-20251112-gpt-5-1-in-chatgpt,2025-11-12,2025,Q4,1078,Unified Intelligence,models_reasoning,GPT-5.1,model_release,GPT-5.1 in ChatGPT,GPT-5.1 在 ChatGPT,"We’re updating GPT-5 to GPT-5.1 Instant and GPT-5.1 Thinking, making answers both smarter and more conversational. GPT-5.1 Instant now uses light adaptive reasoning for tougher questions while staying fast, and GPT-5.1 Thinking adapts its thinking time more precisely for complex tasks with clearer, less jargony responses. GPT-5.1 Auto continues to route each query to the best model, and GPT-5 models remain available for three months…",我們將 GPT-5 更新為 GPT-5.1 Instant 和 GPT-5.1 Thinking，使回答更聰明且更具對話感。GPT-5.1 Instant 針對較難的問題採用輕量級自適應推理，同時保持快速；GPT-5.1 Thinking 則能更精確地調整思考時間，以處理複雜任務，並提供更清晰、較少技術術語的回答。,5,landmark,active,Model Mountains,1,^,peak,2970,354,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""models_reasoning"",""model_release"",""GPT-5.1"",""2025"",""gpt-5.1"",""models-reasoning""]"
evt-20251113-group-chats-in-chatgpt,2025-11-13,2025,Q4,1079,Unified Intelligence,chatgpt_core,ChatGPT Search,launch,Group chats in ChatGPT,ChatGPT 中的群組聊天,"We’re piloting group chats so you can bring people - and ChatGPT - into the same conversation. Plan trips, make decisions, and collaborate on projects together while ChatGPT helps search, summarize, generate content, and keep everyone on the same page. Group chats are starting to roll out on ChatGPT Web, iOS, and Android in New Zealand, Japan, South Korea, and Taiwan. We’ll use early feedback from this pilot to improve the experience…",我們正在試行群組聊天，讓您可以將人員和 ChatGPT 帶入同一個對話中。您可以一起規劃旅行、做出決定並協作專案，同時由 ChatGPT 協助搜尋、總結、生成內容並讓所有人保持同步。,5,landmark,active,Origin Plaza,0,@,home,2973,131,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""chatgpt_core"",""launch"",""ChatGPT Search"",""2025"",""chatgpt"",""chatgpt-core""]"
evt-20251113-introducing-gpt-5-1-codex-and-gpt-5-1-codex-mini,2025-11-13,2025,Q4,1079,Unified Intelligence,agents_research,GPT-5.1,launch,Introducing GPT-5.1-Codex and GPT-5.1-Codex-Mini,推出 GPT-5.1-Codex and GPT-5.1-Codex-Mini,"Along with the GPT-5.1 launch in the API , we are introducing new gpt-5.1-codex-mini and gpt-5.1-codex model options in Codex, a version of GPT-5.1 optimized for long-running, agentic coding tasks and use in coding agent harnesses in Codex or Codex-like harnesses. Starting today, the CLI and IDE Extension will default to gpt-5.1-codex on macOS and Linux and gpt-5.1 on Windows. If you have a model specified in your config.toml configu…",Codex Changelog 在 2025-11-13 記錄了Codex 編碼代理、代理與工具調用相關更新；完整版本與修正內容見官方英文摘要。,5,landmark,active,Agentic Frontier,2,>,compass,2973,474,Codex Changelog,https://developers.openai.com/codex/changelog/,developer_changelog,corroborated,high,"[""agents_research"",""launch"",""GPT-5.1"",""codex"",""release-notes""]"
evt-20251113-released-gpt-5-1-the-newest-flagship-model-in-the-gpt-5-mo,2025-11-13,2025,Q4,1079,Unified Intelligence,agents_research,Codex,model_release,"Released GPT-5.1, the newest flagship model in the GPT-5 model family.",API 推出 GPT‑5.1 模型家族,"Released GPT-5.1 , the newest flagship model in the GPT-5 model family. GPT-5.1 is trained to be especially proficient in: Steerability and faster responses when less thinking's required Code generation and coding use cases Agentic workflows Note that GPT-5.1 defaults to a new none reasoning setting for faster responses when less thinking's required—different from the previous medium default setting in GPT-5.",API 推出 GPT‑5.1 模型家族。OpenAI 將此列為 2025-11-13 的功能；重點涉及代理與工具調用，模型、端點與參數名稱依官方英文保留。,4,major,active,Agentic Frontier,2,>,compass,2973,499,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""agents_research"",""model_release"",""Codex"",""codex"",""coding-agent"",""feature""]"
evt-20251113-released-gpt-5-1-codex-and-gpt-5-1-codex-mini-to-the-respo,2025-11-13,2025,Q4,1079,Unified Intelligence,agents_research,Codex,model_release,Released gpt-5.1-codex and gpt-5.1-codex-mini to the Responses API.,API 推出 GPT‑5.1 模型家族,Released gpt-5.1-codex and gpt-5.1-codex-mini to the Responses API. GPT-5.1-Codex is a version of GPT-5.1 optimized for agentic coding tasks in Codex or similar environments. Read more here .,API 推出 GPT‑5.1 模型家族。OpenAI 將此列為 2025-11-13 的功能；重點涉及Codex 編碼代理、代理與工具調用，模型、端點與參數名稱依官方英文保留。,4,major,active,Agentic Frontier,2,>,compass,2973,452,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""agents_research"",""model_release"",""Codex"",""codex"",""coding-agent"",""feature""]"
evt-20251113-released-extended-prompt-cache-retention,2025-11-13,2025,Q4,1079,Unified Intelligence,developer_platform,OpenAI API Platform,launch,Released extended prompt cache retention.,推出：extended prompt cache retention .,"Released extended prompt cache retention . Extended prompt cache retention keeps cached prefixes active for longer, up to a maximum of 24 hours. Extended Prompt Caching works by offloading the key/value tensors to GPU-local storage when memory is full, significantly increasing the storage capacity available for caching.",推出：extended prompt cache retention。OpenAI 將此列為 2025-11-13 的功能；重點涉及可靠性與效能修正，模型、端點與參數名稱依官方英文保留。,4,major,active,Toolsmith Harbor,3,#,terminal,2973,649,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,corroborated,high,"[""developer_platform"",""launch"",""OpenAI API Platform"",""api-platform"",""feature""]"
evt-20251113-released-enhanced-role-based-access-controls-rbac,2025-11-13,2025,Q4,1079,Unified Intelligence,enterprise_vertical,API Platform Admin,launch,Released enhanced role-based access controls (RBAC).,推出：enhanced role-based access controls (RBAC) .,Released enhanced role-based access controls (RBAC) . Role-based access control (RBAC) lets you decide who can do what across your organization and projects—both through the API and in the Dashboard.,推出：enhanced role-based access controls (RBAC)。OpenAI 將此列為 2025-11-13 的功能；重點涉及企業管理控制，模型、端點與參數名稱依官方英文保留。,4,major,active,Enterprise Citadel,7,H,citadel,2973,1239,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""enterprise_vertical"",""launch"",""API Platform Admin"",""admin"",""enterprise"",""feature""]"
evt-20251117-codex-mini-latest-model-snapshot-deprecation,2025-11-17,2025,Q4,1083,Unified Intelligence,safety_lifecycle,Model Platform,deprecation,codex-mini-latest model snapshot deprecation,codex-mini-latest model snapshot 棄用公告,"On November 17th, 2025, we notified developers using codex-mini-latest model of its deprecation and removal from the API on February 12, 2026. As part of this deprecation, we will no longer support our legacy local shell tool, which is only available for use with codex-mini-latest . For new use cases, please use our latest shell tool. Schedule/replacements: 2026-02-12 codex-mini-latest gpt-5-codex-mini",OpenAI 於 2025-11-17 公告 codex-mini-latest model snapshot 的棄用或下線時程，並列出替代方案與遷移方向。,4,major,deprecated,Safety Wall,9,!,shield,2983,1519,OpenAI API Deprecations,https://developers.openai.com/api/docs/deprecations#2025-11-17-codex-mini-latest-model-snapshot,official_deprecation_registry,corroborated,high,"[""safety_lifecycle"",""deprecation"",""Model Platform"",""api"",""model-platform""]"
evt-20251118-introducing-gpt-5-1-codex-max,2025-11-18,2025,Q4,1084,Unified Intelligence,agents_research,GPT-5.1,launch,Introducing GPT-5.1-Codex-Max,推出 GPT-5.1-Codex-Max,"Today we are releasing GPT-5.1-Codex-Max , our new frontier agentic coding model. GPT‑5.1-Codex-Max is built on an update to our foundational reasoning model, which is trained on agentic tasks across software engineering, math, research, and more. GPT‑5.1-Codex-Max is faster, more intelligent, and more token-efficient at every stage of the development cycle–and a new step towards becoming a reliable coding partner. Starting today, th…",Codex Changelog 在 2025-11-18 記錄了Codex 編碼代理、代理與工具調用相關更新；完整版本與修正內容見官方英文摘要。,5,landmark,active,Agentic Frontier,2,>,compass,2986,450,Codex Changelog,https://developers.openai.com/codex/changelog/,developer_changelog,complete,high,"[""agents_research"",""launch"",""GPT-5.1"",""codex"",""release-notes""]"
evt-20251118-chatgpt-4o-latest-snapshot-deprecation,2025-11-18,2025,Q4,1084,Unified Intelligence,safety_lifecycle,Model Platform,deprecation,chatgpt-4o-latest snapshot deprecation,chatgpt-4o-latest snapshot 棄用公告,"On November 18th, 2025, we notified developers using chatgpt-4o-latest model snapshot of its deprecation and removal from the API on February 17, 2026. Schedule/replacements: 2026-02-17 chatgpt-4o-latest gpt-5.1-chat-latest",OpenAI 於 2025-11-18 公告 chatgpt-4o-latest snapshot 的棄用或下線時程，並列出替代方案與遷移方向。,4,major,deprecated,Safety Wall,9,!,shield,2986,1540,OpenAI API Deprecations,https://developers.openai.com/api/docs/deprecations#2025-11-18-chatgpt-4o-latest-snapshot,official_deprecation_registry,corroborated,high,"[""safety_lifecycle"",""deprecation"",""Model Platform"",""api"",""model-platform""]"
evt-20251119-gpt-5-1-pro-clearer-more-capable-answers-for-complex-work,2025-11-19,2025,Q4,1085,Unified Intelligence,models_reasoning,GPT-5.1,model_release,"GPT-5.1 Pro: Clearer, more capable answers for complex work",GPT-5.1 Pro：針對複雜工作提供更清晰、更有能力的回答,"Today we’re updating GPT-5 Pro to GPT-5.1 Pro. In early testing, users consistently preferred GPT-5.1 Pro over GPT-5 Pro, rating it especially highly for writing help, data science, and business questions. Testers highlighted the model’s improved clarity, relevance, and structure in its responses. GPT-5.1 Pro is rolling out today for all ChatGPT Pro users and is available in the model picker. GPT-5 Pro will remain available as a lega…",今天我們將 GPT-5 Pro 更新為 GPT-5.1 Pro。在早期測試中，使用者一致偏好 GPT-5.1 Pro 勝過 GPT-5 Pro，並在寫作協助、數據科學和商業問題方面給予極高評價。測試人員強調了該模型在回應時具有更佳的清晰度、相關性和結構。,5,landmark,active,Model Mountains,1,^,peak,2988,344,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""models_reasoning"",""model_release"",""GPT-5.1"",""2025"",""gpt-5.1"",""models-reasoning""]"
evt-20251119-introducing-gpt-5-1-codex-max,2025-11-19,2025,Q4,1085,Unified Intelligence,agents_research,GPT-5.1-Codex-Max,model_release,Introducing GPT-5.1-Codex-Max,推出 GPT-5.1-Codex-Max,"OpenAI released GPT-5.1-Codex-Max across Codex surfaces for long-running, project-scale agentic coding with native context compaction across multiple context windows.",OpenAI 在 Codex 介面中推出了 GPT-5.1-Codex-Max，用於進行長運作、專案規模的代理式程式開發，並支援跨多個上下文視窗的原生上下文壓縮。,5,landmark,active,Agentic Frontier,2,>,compass,2988,478,Building more with GPT-5.1-Codex-Max,https://openai.com/index/gpt-5-1-codex-max/,official_launch_post,complete,high,"[""agents_research"",""model_release"",""GPT-5.1-Codex-Max"",""2025"",""agents-research"",""gpt-5.1-codex-max""]"
evt-20251119-introducing-gpt-5-codex-max,2025-11-19,2025,Q4,1085,Unified Intelligence,models_reasoning,GPT-5.1,model_release,Introducing GPT-5-Codex-Max,推出GPT-5-Codex-Max,"GPT-5.1-Codex-Max is our new frontier agentic coding model built for long-running, project-scale work. It’s faster, more capable, and more token‑efficient than GPT‑5.1‑Codex, using compaction to work coherently across multiple context windows. You can use it in Codex surfaces today, including the CLI, IDE extension, cloud, and code review. Rates are the same as for GPT-5.1-Codex.",OpenAI 於 2025-11-19 為 GPT-5.1 發布模型；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,4,major,active,Model Mountains,1,^,peak,2988,317,Model Release Notes,https://help.openai.com/en/articles/9624314-model-release-notes,help_center_release_notes,parsed,high,"[""models_reasoning"",""model_release"",""GPT-5.1""]"
evt-20251124-shopping-research-in-chatgpt,2025-11-24,2025,Q4,1090,Unified Intelligence,search_commerce,Shopping,launch,Shopping research in ChatGPT,ChatGPT 中的購物研究,"Shopping research is a new interactive experience that helps you find the right products without doing all the research yourself. Describe what you need—like a quiet cordless vacuum for a small apartment, a gift for a four‑year‑old who loves art, or a way to choose between three bikes—and ChatGPT will ask clarifying questions, research deeply across the internet, review quality sources, and build on ChatGPT’s understanding of you fro…",OpenAI 於 2025-11-24 為 ChatGPT 新增功能；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,4,major,active,Commerce Bazaar,6,$,shop,3001,1049,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""search_commerce"",""launch"",""Shopping"",""2025"",""search-commerce"",""shopping""]"
evt-20251125-an-improved-voice-interface-the-audio-you-know-with-text-a,2025-11-25,2025,Q4,1091,Unified Intelligence,multimodal,ChatGPT Voice,feature,"An improved Voice interface: the audio you know, with text and visuals when you need them.",改進的語音介面：您熟悉的音訊，並在需要時提供文字與視覺內容,"We’re making ChatGPT Voice a seamless part of the ChatGPT experience, so you can use voice right inside the chat interface you already use every day—no separate mode required. Many of you have asked for a more flexible Voice experience—now, you can speak, listen, and see your conversation at the same time. Answers will be spoken alongside streamed text, image search results, widgets (maps, weather, etc.) and more—right in the same ch…",我們將 ChatGPT Voice 打造為 ChatGPT 體驗中無縫的一部分，讓您可以在每天使用的聊天介面中直接使用語音，無需切換到單獨的模式。許多使用者要求更靈活的語音體驗——現在，您可以同時說話、聆聽並查看您的對話。,4,major,active,Multimodal Coast,4,~,wave,3003,779,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""multimodal"",""feature"",""ChatGPT Voice"",""2025"",""chatgpt-voice""]"
evt-20251204-introducing-codex-for-linear,2025-12-04,2025,Q4,1100,Unified Intelligence,agents_research,Codex,launch,Introducing Codex for Linear,推出 Codex for Linear,"Assign or mention @Codex in an issue to kick-off a Codex cloud task. As Codex works, it posts updates back to Linear, providing a link to the completed task so you can review, open a PR, or keep working. To learn more about how to connect Codex to Linear both locally through MCP and through the new integration, check out the Codex for Linear documentation .",OpenAI 於 2025-12-04 為 Codex 推出新產品或能力；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,5,landmark,active,Agentic Frontier,2,>,compass,3026,493,Codex Changelog,https://developers.openai.com/codex/changelog/,developer_changelog,complete,high,"[""agents_research"",""launch"",""Codex"",""codex"",""release-notes""]"
evt-20251204-released-gpt-5-1-codex-max-to-the-responses-api,2025-12-04,2025,Q4,1100,Unified Intelligence,agents_research,Codex,model_release,Released gpt-5.1-codex-max to the Responses API.,API 推出 GPT‑5.1 模型家族,"Released gpt-5.1-codex-max to the Responses API. GPT-5.1-Codex is our most intelligent coding model optimized for long-horizon, agentic coding tasks. Read more here .",API 推出 GPT‑5.1 模型家族。OpenAI 將此列為 2025-12-04 的功能；重點涉及Codex 編碼代理、代理與工具調用，模型、端點與參數名稱依官方英文保留。,4,major,active,Agentic Frontier,2,>,compass,3026,477,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,corroborated,high,"[""agents_research"",""model_release"",""Codex"",""codex"",""coding-agent"",""feature""]"
evt-20251211-introducing-gpt-5-2,2025-12-11,2025,Q4,1107,Unified Intelligence,models_reasoning,GPT-5.2,model_release,Introducing GPT-5.2,推出 GPT-5.2,"OpenAI released GPT-5.2 Instant, Thinking, and Pro in ChatGPT, with improvements for professional knowledge work, long context, agentic tool use, vision, coding, spreadsheets, and presentations.",OpenAI 在 ChatGPT 中推出了 GPT-5.2 Instant、Thinking 和 Pro，針對專業知識工作、長上下文、代理式工具使用、視覺、程式設計、試算表和簡報功能進行了改進。,5,landmark,active,Model Mountains,1,^,peak,3044,334,Introducing GPT-5.2,https://openai.com/index/introducing-gpt-5-2/,official_launch_post,complete,high,"[""models_reasoning"",""model_release"",""GPT-5.2"",""2025"",""gpt-5.2"",""models-reasoning""]"
evt-20251211-released-gpt-5-2-the-newest-flagship-model-in-the-gpt-5-mo,2025-12-11,2025,Q4,1107,Unified Intelligence,models_reasoning,Model Platform,model_release,"Released GPT-5.2, the newest flagship model in the GPT-5 model family.",API 推出 GPT‑5.2,"Released GPT-5.2 , the newest flagship model in the GPT-5 model family. GPT-5.2 shows improvements over the previous GPT-5.1 in: General intelligence Instruction following Accuracy and token efficiency Multimodality—especially vision Code generation—especially front-end UI creation Tool calling and context management in the API Spreadsheet understanding and creation. What's new in 5.2 is a new xhigh reasoning effort level, concise re…",API 推出 GPT‑5.2。OpenAI 將此列為 2025-12-11 的功能；重點涉及代理與工具調用，模型、端點與參數名稱依官方英文保留。,4,major,active,Model Mountains,1,^,peak,3044,355,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""models_reasoning"",""model_release"",""Model Platform"",""api"",""feature"",""models""]"
